step,customer,age,gender,merchant,category,amount,fraud
0530,1675884425,2635,0,348934600,12,46.47,0
0508,509860014,6065,1,348934600,12,13.58,0
0618,1292140369,4655,1,348934600,12,30.69,0
0630,261466841,6065,0,348934600,12,9.65,0
0527,277720476,4655,0,348934600,12,34.78,0
0315,1572610482,3645,1,1198415165,0,500.43,1
0315,1901383731,4655,1,1823072687,12,22.25,0
0819,52277164,3645,1,348934600,12,27.48,0
0729,1209363182,3645,1,1823072687,12,43.24,0
0810,1461258616,2635,1,1823072687,12,47.53,0
0619,1580712621,4655,0,1823072687,12,16.81,0
0614,536412201,2635,0,840466850,11,547.66,1
0717,371570992,6065,0,1823072687,12,28.96,0
0611,1148772789,4655,0,3697346,7,307.92,1
0622,233539413,2635,1,840466850,11,95.1,1
0620,1605642067,1925,0,1823072687,12,15.95,0
0312,1610467120,2635,0,348934600,12,48.39,0
0514,620551378,2635,1,348934600,12,6.09,0
0410,1367581052,4655,0,1823072687,12,38.06,0
0515,1817318774,2635,1,480139044,4,79.19,1
0504,1067668919,2635,1,348934600,12,32.82,0
0811,913662681,5665,0,1823072687,12,28.24,0
0717,17059521,2635,0,1823072687,12,24.75,0
0820,1647495093,3645,0,732195782,13,3427.11,1
0813,566582492,3645,0,1198415165,0,23.54,1
0417,1018153896,3645,1,348934600,12,1.13,0
0821,1670883164,6065,1,1823072687,12,32.02,0
0622,1794686407,2635,1,1823072687,12,42.04,0
0512,1255231772,2635,1,1823072687,12,17.18,0
0725,1196149230,3645,1,1823072687,12,22.87,0
0806,1509603467,1925,0,1198415165,0,70.56,1
0605,1567385001,2635,1,348934600,12,46.23,0
0629,1394467199,3645,0,980657600,10,344.16,1
0422,2049382420,3645,0,1823072687,12,32.71,0
0527,1953872129,2635,0,1823072687,12,3.91,0
0522,886993530,3645,0,1823072687,12,60.79,0
0510,1327124397,2635,0,1823072687,12,29.41,0
0816,971766834,2635,1,1823072687,12,45.89,0
0827,196888452,4655,0,1053599405,4,19.83,0
0323,1383269171,1925,1,1535107174,0,168.04,1
0514,2044438336,2635,0,348934600,12,35.87,0
0715,718801730,2635,0,348934600,12,50.92,0
0416,1849046345,4655,1,480139044,4,925.48,1
0706,3977999,3645,0,1823072687,12,27.7,0
0418,1233802034,3645,1,1823072687,12,11.86,0
0420,1256908044,3645,1,1823072687,12,19.52,0
0518,95082443,2635,0,480139044,4,26.1,1
0813,1994178184,4655,0,732195782,13,4576.14,1
0619,272471718,3645,0,1823072687,12,34.06,0
0624,1370192017,6065,1,1913465890,4,17.46,0
0520,1350963410,5665,1,1741626453,10,17.02,1
0303,263489307,2635,0,980657600,10,94.57,0
0509,1154631581,5665,0,480139044,4,121.29,1
0624,1043282651,2635,1,1823072687,12,12.23,0
0726,1999699557,3645,1,349281107,2,30.22,0
0608,1039035065,5665,1,1823072687,12,19.52,0
0826,1986701933,3645,1,1823072687,12,18.83,0
0719,639699427,3645,0,348934600,12,14.89,0
0718,1890191192,1925,0,348934600,12,44.79,0
0623,1386324281,2635,0,980657600,10,277.76,1
0715,1199767081,3645,1,348934600,12,42.35,0
0312,694574500,6065,0,1823072687,12,6.04,0
0520,1837321151,0018,0,1888755466,8,30.15,0
0401,1704116821,5665,0,855959430,12,26.68,0
0712,2095975270,5665,1,732195782,13,1016.79,1
0305,1275518867,5665,1,1294758098,7,336.82,1
0420,2136008441,6065,0,980657600,10,251.67,1
0807,38251321,4655,1,1823072687,12,64.03,0
0329,302774270,2635,1,1823072687,12,9.03,0
0707,1828909550,4655,0,1823072687,12,16.41,0
0425,616472041,2635,0,1198415165,0,11.9,1
0624,1242643189,3645,1,85975013,3,27.2,0
0511,1809104609,1925,1,1946091778,0,90.8,0
0709,1331123896,2635,0,348934600,12,11.59,0
0704,2118328869,2635,1,933210764,10,278.73,1
0810,2035771335,2635,1,1946091778,0,19.0,0
0706,869565327,5665,1,1823072687,12,41.66,0
0327,131559770,6065,1,151143676,9,81.54,0
0419,1229072215,3645,0,1823072687,12,22.35,0
0513,1440310601,5665,1,348934600,12,85.6,0
0420,430579454,4655,1,17379832,10,263.66,1
0711,834739424,3645,1,1823072687,12,51.55,0
0809,825622087,2635,1,480139044,4,390.34,1
0826,2068249421,5665,0,85975013,3,104.97,0
0324,1100510913,2635,0,1823072687,12,28.32,0
0609,1862384239,4655,0,1823072687,12,5.52,0
0404,30374753,6065,1,348934600,12,7.08,0
0702,595459074,5665,0,1823072687,12,6.84,0
0420,1849046345,4655,1,980657600,10,330.49,1
0707,65424442,3645,1,980657600,10,33.79,1
0718,324262354,4655,1,1823072687,12,10.4,0
0331,606861698,1925,1,1823072687,12,25.94,0
0302,1490048317,6065,1,1535107174,0,212.16,1
0630,402758720,3645,1,348934600,12,38.58,0
0524,1419246450,3645,0,85975013,3,66.58,0
0512,83613815,2635,1,348934600,12,26.75,0
0311,359698649,3645,1,1823072687,12,3.91,0
0820,1425719203,1925,1,1823072687,12,41.31,0
0428,1541237057,2635,1,855959430,12,3.92,1
0809,2009344338,2635,1,348934600,12,18.73,0
0524,1079254393,1925,1,1823072687,12,20.39,0
0518,655625028,6065,1,1294758098,7,194.3,1
0621,381007057,1925,1,980657600,10,620.05,1
0419,652253057,5665,0,1823072687,12,8.4,0
0401,1083859927,1925,1,1842530320,11,41.66,0
0409,59912595,2635,1,348934600,12,7.11,0
0314,1076110991,2635,0,348934600,12,37.38,0
0730,1510535804,3645,1,980657600,10,272.97,1
0428,1562081159,2635,1,980657600,10,54.74,1
0312,1703648667,2635,1,348934600,12,36.27,0
0326,1545484501,2635,0,1823072687,12,0.42,0
0531,1524407626,1925,0,1823072687,12,13.08,0
0323,1503504810,1925,1,1823072687,12,13.36,0
0619,324262354,4655,1,1823072687,12,22.06,0
0618,748216113,4655,1,1823072687,12,39.97,0
0728,87697988,6065,1,348934600,12,10.13,0
0518,1883962820,3645,1,78078399,0,208.8,1
0821,851417480,2635,1,1823072687,12,28.36,0
0313,1191832390,2635,0,348934600,12,16.05,0
0410,2113737065,2635,1,480139044,4,902.89,1
0602,1154612561,1925,0,1823072687,12,15.83,0
0317,1499701993,3645,0,1741626453,10,305.75,1
0519,459123820,2635,0,1823072687,12,7.89,0
0717,1316936887,4655,0,348934600,12,46.57,0
0805,1487982242,2635,1,348934600,12,11.93,0
0514,1255149927,2635,0,1823072687,12,16.74,0
0308,446179646,5665,1,1198415165,0,248.42,1
0414,2066612191,2635,0,1823072687,12,22.88,0
0731,194016923,3645,1,980657600,10,1142.23,1
0317,2004941826,2635,1,480139044,4,836.72,1
0803,1585648581,4655,1,855959430,12,27.48,0
0730,350034124,1925,1,732195782,13,3746.14,1
0425,1297100897,4655,0,85975013,3,63.85,0
0508,343982358,6065,0,85975013,3,29.25,0
0311,899895612,4655,0,348934600,12,3.25,0
0419,480951921,5665,0,1823072687,12,5.35,0
0713,196786098,3645,0,348934600,12,42.3,0
0804,1152356495,3645,1,1823072687,12,24.96,0
0804,1284214182,1925,1,1823072687,12,35.73,0
0329,1017941602,5665,0,1823072687,12,36.45,0
0405,465037281,4655,1,1823072687,12,5.33,0
0313,1445784416,4655,0,348934600,12,32.41,0
0530,210584188,4655,0,1823072687,12,11.97,0
0712,1102464953,4655,1,1823072687,12,49.58,0
0411,1188590334,6065,1,348934600,12,29.26,0
0702,1980302296,1925,1,1823072687,12,34.54,0
0510,1994178184,4655,0,480139044,4,1014.14,1
0514,636259913,1925,0,1823072687,12,35.63,0
0710,399875163,2635,0,348934600,12,36.24,0
0621,775363285,2635,1,1823072687,12,46.24,0
0611,551080865,2635,1,85975013,3,21.98,0
0331,1483054025,1925,1,1823072687,12,17.16,0
0422,1688605578,3645,0,85975013,3,37.94,0
0731,466569235,4655,0,78078399,0,124.35,1
0603,2087229084,2635,1,732195782,13,313.2,1
0813,143836998,5665,1,1823072687,12,27.11,0
0613,1107442215,2635,1,480139044,4,39.91,1
0720,1169655012,2635,1,1823072687,12,4.82,0
0427,1284327050,2635,0,547558035,2,101.1,0
0420,354729496,4655,0,547558035,2,22.58,0
0811,941369654,2635,0,480139044,4,451.13,1
0312,704456922,2635,0,855959430,12,354.31,1
0529,545248492,4655,0,348934600,12,17.33,0
0823,806399525,2635,1,840466850,11,397.2,1
0806,478715873,5665,1,348934600,12,1.1,0
0720,245117318,3645,1,480139044,4,457.24,1
0521,1881708420,3645,1,348934600,12,59.76,0
0820,1226558289,4655,0,1823072687,12,41.89,0
0812,138445718,3645,0,1823072687,12,15.24,0
0729,2138532527,5665,0,480139044,4,370.44,1
0310,525850964,2635,1,480139044,4,576.72,1
0622,2055489140,5665,0,1888755466,8,212.59,1
0318,399061526,2635,1,1823072687,12,15.13,0
0318,515668508,3645,1,480139044,4,98.36,1
0423,813472343,4655,0,1823072687,12,56.81,0
0822,732771224,4655,1,1823072687,12,27.69,0
0401,1697528836,3645,1,348934600,12,44.42,0
0505,2118328869,2635,1,1198415165,0,341.04,1
0601,1638710158,4655,1,1823072687,12,11.17,0
0318,1366869967,5665,0,348934600,12,14.79,0
0706,1400397779,3645,0,1400236507,5,2.93,0
0321,785603838,5665,0,1823072687,12,7.93,0
0628,1646349423,2635,0,1823072687,12,41.6,0
0808,181111540,2635,1,1823072687,12,16.82,0
0630,1582366224,5665,0,1823072687,12,51.31,0
0602,1104044396,1925,0,1823072687,12,28.49,0
0426,1570165892,3645,1,1823072687,12,32.45,0
0324,1986443469,2635,0,1823072687,12,29.71,0
0729,927830595,6065,1,348934600,12,22.07,0
0420,630392370,3645,1,1823072687,12,37.06,0
0421,910454738,4655,1,1198415165,0,110.87,1
0629,1438489717,3645,1,1823072687,12,37.19,0
0505,778028540,2635,1,1946091778,0,29.82,0
0805,228023479,4655,1,1823072687,12,32.33,0
0701,371396143,2635,1,1823072687,12,25.96,0
0719,1814131114,2635,1,1823072687,12,20.52,0
0417,1816212551,1925,1,1823072687,12,25.77,0
0425,161733249,4655,0,348934600,12,20.63,0
0527,1881495517,1925,0,348934600,12,27.7,0
0522,1340398290,4655,0,1823072687,12,38.15,0
0708,616715154,2635,1,923029380,5,18.41,1
0727,896659218,4655,1,3697346,7,289.5,1
0729,1179217322,5665,1,1823072687,12,19.53,0
0624,694265356,3645,1,840466850,11,1305.35,1
0730,1143300850,1925,1,1823072687,12,13.45,0
0516,2008562542,2635,0,1823072687,12,23.49,0
0404,1078619612,6065,1,348934600,12,3.1,0
0511,1651395634,5665,0,1823072687,12,83.34,0
0809,1108967401,1925,0,1823072687,12,29.61,0
0522,712473227,1925,1,1823072687,12,0.26,0
0408,1885719603,3645,1,1823072687,12,53.87,0
0718,2064491438,5665,1,1294758098,7,267.75,1
0627,440694138,2635,1,17379832,10,494.54,1
0402,1464489812,4655,0,732195782,13,2657.35,1
0514,928090253,3645,0,3697346,7,313.07,1
0626,1597289593,4655,1,980657600,10,680.93,1
0414,1610467120,2635,0,348934600,12,19.09,0
0812,1541224095,2635,1,1823072687,12,48.92,0
0302,1512732275,3645,1,348934600,12,9.23,0
0328,553121592,3645,1,840466850,11,158.89,1
0804,364635096,2635,1,1823072687,12,18.77,0
0807,642158646,6065,1,1823072687,12,45.16,0
0306,1189367947,2635,0,348934600,12,5.88,0
0424,53785803,3645,0,348934600,12,0.59,0
0518,362654279,2635,1,1823072687,12,6.44,0
0409,1366869967,5665,0,1823072687,12,42.91,0
0326,1651395634,5665,0,2011752106,6,629.12,1
0626,1750362802,5665,0,1823072687,12,5.7,0
0309,25346278,3645,0,348934600,12,7.13,0
0629,1602759549,2635,1,1823072687,12,35.91,0
0323,1035681921,1925,0,1823072687,12,55.82,0
0423,1767929602,2635,1,1823072687,12,37.95,0
0312,1594422820,4655,1,348934600,12,23.32,0
0822,1614239388,2635,0,1823072687,12,57.1,0
0616,272748313,4655,0,1823072687,12,43.41,0
0413,256310721,2635,1,348934600,12,17.31,0
0619,1657707912,1925,0,1823072687,12,19.11,0
0417,1087747329,2635,0,1823072687,12,11.59,0
0602,1777502922,2635,1,348934600,12,52.37,0
0602,447271561,3645,0,1198415165,0,42.14,1
0813,485578112,3645,1,348934600,12,41.62,0
0501,26746445,5665,0,348934600,12,35.43,0
0814,1813823560,3645,1,923029380,5,194.5,1
0731,1855693993,4655,1,1823072687,12,6.23,0
0504,582479974,2635,0,1823072687,12,27.67,0
0625,249907687,6065,1,1823072687,12,54.09,0
0712,1434797923,3645,0,85975013,3,27.82,0
0712,531360588,1925,1,480139044,4,366.7,1
0806,764316727,5665,1,1823072687,12,31.82,0
0612,20027851,1925,1,348934600,12,10.32,0
0510,583110837,3645,0,732195782,13,2462.53,1
0819,2125297333,2635,1,1823072687,12,5.97,0
0419,579648989,3645,1,348934600,12,37.53,0
0710,1710930627,2635,1,1600850729,2,21.28,0
0327,1927346472,1925,0,348934600,12,59.69,0
0603,109947606,3645,1,1823072687,12,12.31,0
0826,1352750459,6065,0,1888755466,8,514.84,1
0530,1514973352,2635,1,1913465890,4,101.82,0
0613,1549367339,4655,1,1823072687,12,42.61,0
0507,995235283,3645,1,692898500,4,108.57,0
0715,231476583,1925,0,480139044,4,139.93,1
0505,1248053373,2635,0,348934600,12,6.58,0
0805,538394574,2635,0,1823072687,12,23.08,0
0726,1939799337,4655,1,1823072687,12,7.82,0
0711,1516949785,3645,0,151143676,9,34.86,0
0711,880450043,5665,1,348934600,12,55.4,0
0320,16791543,4655,0,1823072687,12,67.11,0
0613,1849046345,4655,1,50039827,4,459.09,1
0503,1826105311,3645,1,348934600,12,38.41,0
0628,1376617526,3645,1,348934600,12,13.06,0
0716,1043282651,2635,1,1823072687,12,1.24,0
0409,909525375,2635,0,85975013,3,77.2,0
0618,1808415473,3645,1,1823072687,12,50.28,0
0826,1674674654,5665,0,348934600,12,37.71,0
0503,661876608,1925,1,495352832,13,5647.26,1
0722,1595099029,2635,1,1823072687,12,26.2,0
0322,609452246,3645,1,348934600,12,14.75,0
0715,928090253,3645,0,480139044,4,791.26,1
0721,1214229415,4655,1,1823072687,12,27.3,0
0516,430579454,4655,1,855959430,12,131.73,1
0726,742784538,3645,0,1823072687,12,32.87,0
0427,1994178184,4655,0,50039827,4,13.23,1
0816,423891632,5665,0,1823072687,12,27.05,0
0522,132320296,2635,0,480139044,4,333.22,1
0513,1556425826,3645,0,1823072687,12,14.99,0
0515,659009992,5665,0,1823072687,12,30.41,0
0413,413242191,4655,1,1823072687,12,15.21,0
0407,475928775,4655,1,348934600,12,8.79,0
0821,840054516,2635,1,348934600,12,11.04,0
0323,1076053396,4655,0,348934600,12,32.67,0
0316,83086349,6065,0,1823072687,12,33.0,0
0726,2002713196,2635,0,2122776122,5,558.04,1
0707,2078039202,4655,0,1823072687,12,6.03,0
0813,1543824543,4655,0,348934600,12,36.11,0
0722,1624351292,2635,0,1823072687,12,37.31,0
0630,1100053869,2635,0,85975013,3,23.41,0
0627,351880818,1925,0,1535107174,0,381.71,1
0723,404536294,3645,1,85975013,3,26.7,0
0628,1093842718,2635,0,348934600,12,10.32,0
0708,1159279360,2635,1,1823072687,12,29.47,0
0319,1750881279,4655,1,980657600,10,904.45,1
0618,764316727,5665,1,480139044,4,48.41,0
0309,704456922,2635,0,980657600,10,138.06,1
0622,380412694,1925,0,1823072687,12,10.06,0
0509,172921013,5665,0,1823072687,12,11.34,0
0608,1643168823,1925,1,1823072687,12,61.7,0
0407,419754917,2635,1,1823072687,12,6.11,0
0415,179648560,4655,1,480139044,4,161.95,0
0426,809339851,3645,1,547558035,2,48.23,0
0809,570913468,1925,1,1823072687,12,26.0,0
0511,1711218892,2635,0,348934600,12,33.82,0
0718,1317710133,3645,0,1294758098,7,263.61,1
0415,1275518867,5665,1,1741626453,10,276.28,1
0702,961154945,3645,0,1873032707,6,216.44,1
0814,1530262146,2635,0,2011752106,6,627.78,1
0419,1142118359,3645,1,480139044,4,3.93,1
0413,384665757,3645,1,1823072687,12,29.53,0
0405,1777502922,2635,1,857378720,6,272.09,1
0820,1954938610,4655,0,348934600,12,9.72,0
0803,2038979642,3645,1,348934600,12,36.32,0
0826,130295904,3645,1,1823072687,12,54.25,0
0725,1510535804,3645,1,855959430,12,240.42,1
0728,2027325203,5665,1,348934600,12,1.97,0
0801,1001065306,1925,0,980657600,10,270.77,1
0612,1882290962,2635,1,348934600,12,7.09,0
0316,1780829982,1925,0,348934600,12,40.66,0
0710,1137292670,5665,1,1823072687,12,25.08,0
0512,1801015376,2635,0,348934600,12,34.91,0
0821,1076110991,2635,0,1823072687,12,8.65,0
0314,1577983313,4655,0,2011752106,6,336.25,1
0812,279066833,2635,1,1823072687,12,49.3,0
0702,1056640661,2635,1,1823072687,12,65.14,0
0329,1520919939,4655,0,480139044,4,241.7,1
0707,759236361,5665,0,2011752106,6,686.26,1
0805,1556425826,3645,0,1823072687,12,14.59,0
0529,1224222502,1925,0,348934600,12,30.28,0
0507,1817318774,2635,1,480139044,4,256.45,1
0620,204205576,3645,1,480139044,4,183.75,1
0627,229592862,4655,1,85975013,3,14.34,0
0803,354971512,6065,1,840466850,11,151.16,0
0826,597122637,4655,0,1823072687,12,0.38,0
0629,1684213034,4655,0,85975013,3,57.35,0
0424,1506293914,5665,0,348934600,12,5.31,0
0617,1791014902,4655,1,1946091778,0,32.37,0
0413,1297100897,4655,0,1535107174,0,80.49,0
0610,1814131114,2635,1,480139044,4,293.83,1
0428,696806398,2635,1,78078399,0,63.46,0
0806,980475207,4655,1,1823072687,12,32.34,0
0321,374053775,3645,0,348934600,12,35.04,0
0827,369805136,4655,0,348934600,12,44.47,0
0325,1916796804,4655,1,348934600,12,19.01,0
0315,1079254393,1925,1,480139044,4,117.14,1
0704,276623362,4655,0,1823072687,12,1.22,0
0608,1259046770,4655,1,1823072687,12,3.11,0
0712,1870926183,4655,0,1823072687,12,33.18,0
0806,60351691,2635,1,348934600,12,5.76,0
0731,1050663079,4655,0,1823072687,12,31.27,0
0301,330615170,2635,1,1535107174,0,190.53,1
0310,615281750,3645,1,480139044,4,224.25,1
0723,574062699,2635,0,1823072687,12,59.6,0
0303,1811749392,2635,1,1888755466,8,90.02,0
0515,588719767,2635,0,1823072687,12,24.97,0
0328,2005093875,5665,1,348934600,12,32.63,0
0325,1047374909,6065,1,348934600,12,30.9,0
0426,1988025089,2635,1,348934600,12,21.76,0
0821,814079066,1925,1,1823072687,12,8.09,0
0822,751887992,3645,1,732195782,13,635.29,1
0705,1093060677,2635,0,1823072687,12,25.58,0
0409,1943367280,3645,1,1823072687,12,31.24,0
0704,1667161948,3645,0,348934600,12,25.64,0
0704,1714895875,2635,0,980657600,10,500.37,1
0322,1350068848,4655,0,1946091778,0,68.96,0
0629,2112350124,1925,1,1823072687,12,11.59,0
0612,797980818,3645,0,1823072687,12,31.76,0
0404,234264885,3645,1,855959430,12,10.84,1
0714,1415453492,2635,1,85975013,3,39.75,0
0331,1718279923,5665,1,348934600,12,20.82,0
0726,587216359,5665,1,348934600,12,20.19,0
0620,1275518867,5665,1,980657600,10,79.6,1
0315,928481238,2635,0,348934600,12,18.27,0
0625,420340345,3645,0,348934600,12,27.6,0
0820,1228152586,1925,1,1873032707,6,279.49,1
0516,806399525,2635,1,1198415165,0,269.71,1
0531,1994178184,4655,0,732195782,13,1648.69,1
0706,811312110,3645,1,980657600,10,157.38,1
0311,521087514,4655,1,348934600,12,16.45,0
0328,1087943403,3645,0,1823072687,12,0.78,0
0801,2044183803,3645,0,1823072687,12,3.21,0
0427,1779394537,4655,1,1053599405,4,348.18,0
0603,1671770086,2635,0,348934600,12,21.64,0
0324,707326919,2635,0,1823072687,12,6.71,0
0515,1158233054,2635,1,348934600,12,2.73,0
0709,1966502638,3645,1,1823072687,12,4.77,0
0510,1367581052,4655,0,980657600,10,657.28,1
0729,6433096,2635,0,348934600,12,64.7,0
0818,777971561,2635,1,1294758098,7,329.79,1
0408,1983968298,4655,0,480139044,4,1191.42,1
0303,1413412440,2635,1,348934600,12,48.94,0
0701,1809945143,3645,1,348934600,12,17.53,0
0422,1994178184,4655,0,480139044,4,97.91,1
0606,1560259762,3645,1,348934600,12,8.46,0
0816,278409847,4655,1,348934600,12,15.02,0
0802,210584188,4655,0,1823072687,12,15.22,0
0813,1815102713,4655,1,2122776122,5,346.86,1
0818,909525375,2635,0,1823072687,12,14.83,0
0624,781096653,4655,1,1600850729,2,20.72,0
0723,2014438912,1925,1,840466850,11,84.27,0
0823,524035200,2635,0,348934600,12,18.08,0
0817,896659218,4655,1,151143676,9,99.08,1
0803,913841043,3645,1,1823072687,12,14.58,0
0522,483912131,2635,1,732195782,13,2623.01,1
0818,1864289868,4655,1,1823072687,12,40.79,0
0731,1165343027,4655,0,980657600,10,111.27,1
0609,1978250683,3645,1,732195782,13,5184.55,1
0318,956414645,2635,1,348934600,12,30.59,0
0505,225675370,4655,0,980657600,10,175.74,1
0728,976805632,3645,0,732195782,13,3033.36,1
0409,986553990,5665,1,1823072687,12,18.09,0
0715,1232356156,4655,1,1823072687,12,21.26,0
0818,825610448,3645,1,348934600,12,20.63,0
0801,1476505660,1925,1,1823072687,12,32.61,0
0706,74966273,2635,1,348934600,12,6.34,0
0401,2094120486,2635,0,17379832,10,339.53,1
0309,2128263275,2635,0,209847108,0,261.85,1
0325,1629152705,6065,0,348934600,12,33.13,0
0609,1264836741,2635,1,1823072687,12,21.99,0
0313,1410823375,2635,0,151143676,9,10.99,1
0401,150523972,6065,0,85975013,3,7.0,0
0403,445134555,0018,1,480139044,4,355.52,1
0611,1825851538,4655,1,348934600,12,25.28,0
0725,1022530210,4655,0,1823072687,12,40.28,0
0816,1906259613,6065,1,348934600,12,14.36,0
0613,806399525,2635,1,980657600,10,190.47,1
0330,1897313368,5665,1,1823072687,12,52.66,0
0422,342292849,4655,1,17379832,10,800.18,1
0510,1259389151,3645,1,1535107174,0,98.9,0
0429,1101722853,6065,1,1823072687,12,45.69,0
0524,672794326,3645,1,1823072687,12,35.96,0
0711,1153792315,1925,1,348934600,12,40.9,0
0827,2113973089,2635,1,85975013,3,76.38,0
0329,2100371435,2635,1,980657600,10,513.75,1
0610,16723337,4655,0,1748431652,0,73.05,0
0731,1338727022,2635,1,1823072687,12,26.61,0
0809,1254064510,5665,1,1913465890,4,86.45,0
0617,1423644375,2635,0,1823072687,12,2.42,0
0722,420340345,3645,0,348934600,12,43.48,0
0712,897057254,2635,1,1823072687,12,24.58,0
0714,535324444,2635,0,78078399,0,32.6,0
0303,480118707,2635,0,348934600,12,23.74,0
0514,2046797625,2635,0,1823072687,12,16.07,0
0821,367052603,2635,1,348934600,12,8.13,0
0820,1463833315,1925,0,348934600,12,34.23,0
0806,1216919532,4655,0,348934600,12,7.77,0
0512,1587738251,3645,1,348934600,12,32.67,0
0607,1579865062,1925,1,1823072687,12,36.47,0
0330,333185464,6065,0,348934600,12,7.41,0
0301,433481742,4655,1,348934600,12,10.96,0
0324,1018783569,2635,0,348934600,12,4.43,0
0305,1368210201,2635,1,348934600,12,12.55,0
0606,1916796804,4655,1,348934600,12,34.89,0
0624,337165520,2635,1,1823072687,12,11.28,0
0729,903741897,2635,1,3697346,7,199.55,1
0318,1787537369,2635,0,1823072687,12,6.62,0
0418,518028573,2635,0,348934600,12,42.02,0
0622,1771717627,2635,1,1823072687,12,18.34,0
0407,590614528,2635,1,1823072687,12,37.07,0
0326,814878326,3645,1,348934600,12,8.22,0
0316,2060778761,5665,1,348934600,12,27.0,0
0425,2004941826,2635,1,1535107174,0,173.01,1
0531,1940215857,5665,0,348934600,12,42.25,0
0516,545527660,1925,1,97925176,0,32.67,0
0608,487243829,3645,0,97925176,0,41.77,0
0609,2081591507,3645,1,1823072687,12,27.73,0
0430,1622587363,5665,0,1823072687,12,12.77,0
0512,1981089677,4655,0,480139044,4,19.72,1
0621,407219337,3645,0,1823072687,12,25.19,0
0411,1195893546,5665,0,1823072687,12,37.63,0
0505,1730375460,2635,1,1823072687,12,5.61,0
0615,260840933,2635,0,348934600,12,22.72,0
0407,1095087737,3645,1,480139044,4,31.41,0
0515,861002792,3645,1,677738360,1,56.69,0
0530,138445718,3645,0,85975013,3,74.49,0
0328,1421601814,2635,1,85975013,3,104.54,0
0327,295362058,4655,0,17379832,10,714.44,1
0713,1045850211,3645,0,209847108,0,381.39,1
0604,1350963410,5665,1,2011752106,6,443.87,1
0505,1454671890,5665,1,348934600,12,9.81,0
0514,1914582232,2635,0,2011752106,6,553.09,1
0411,194301248,2635,0,348934600,12,24.66,0
0518,1117403153,5665,1,348934600,12,42.22,0
0711,1151799720,5665,0,1823072687,12,17.07,0
0611,412473162,1925,0,209847108,0,104.83,0
0702,1741615821,3645,0,348934600,12,10.68,0
0527,1501782229,5665,1,1823072687,12,28.46,0
0607,1166355595,4655,1,1823072687,12,12.76,0
0728,1790426542,3645,0,1823072687,12,22.14,0
0702,1538971214,2635,1,85975013,3,19.37,0
0604,2044438336,2635,0,348934600,12,31.91,0
0625,673048498,2635,0,1823072687,12,7.56,0
0722,228319796,2635,1,732195782,13,3281.18,1
0726,811312110,3645,1,480139044,4,194.33,1
0429,1526367312,3645,1,732195782,13,627.28,1
0329,2027631548,2635,1,1294758098,7,430.29,1
0816,2112563194,2635,1,1823072687,12,21.33,0
0321,1431806998,4655,1,348934600,12,2.78,0
0511,2091583256,2635,1,348934600,12,40.91,0
0714,447736219,4655,0,348934600,12,12.39,0
0612,1511148959,4655,1,3697346,7,331.99,1
0315,1798653291,5665,0,348934600,12,33.93,0
0511,251602943,2635,1,348934600,12,45.16,0
0330,1275518867,5665,1,480139044,4,183.32,1
0324,1169655012,2635,1,1823072687,12,42.17,0
0616,200511130,2635,0,85975013,3,48.11,0
0613,1572610482,3645,1,732195782,13,4917.98,1
0608,1920284556,2635,1,348934600,12,15.37,0
0326,399777042,2635,0,348934600,12,44.77,0
0723,350553475,1925,0,1823072687,12,40.65,0
0821,86186949,2635,1,1823072687,12,1.77,0
0602,1572610482,3645,1,980657600,10,80.37,1
0608,587299231,2635,1,732195782,13,3605.97,1
0322,967109509,5665,0,1823072687,12,20.81,0
0612,944695695,2635,1,348934600,12,27.71,0
0415,1777502922,2635,1,1198415165,0,74.76,1
0501,1708261114,4655,1,2011752106,6,766.36,1
0617,1973547259,3645,0,1823072687,12,10.38,0
0624,404247926,5665,1,348934600,12,17.06,0
0823,1995039136,2635,0,1946091778,0,56.22,0
0610,274747841,2635,1,980657600,10,208.52,1
0416,2063574289,1925,1,348934600,12,31.27,0
0506,74966273,2635,1,980657600,10,969.66,1
0521,620327304,4655,1,348934600,12,58.26,0
0323,1750362802,5665,0,151143676,9,43.53,0
0715,846596637,2635,0,855959430,12,225.07,1
0702,189036899,0018,1,1873032707,6,267.74,1
0416,1609197353,1925,1,480139044,4,9.34,1
0626,1349086787,3645,0,980657600,10,783.21,1
0323,1180936672,2635,1,980657600,10,34.17,1
0805,1510459992,3645,0,1823072687,12,2.25,0
0518,1501156188,5665,1,1823072687,12,4.13,0
0629,711451919,6065,1,348934600,12,15.73,0
0301,39607150,4655,1,1823072687,12,31.85,0
0708,1990073844,4655,0,348934600,12,21.72,0
0616,1453917071,5665,1,1946091778,0,87.19,0
0624,763253161,3645,1,1823072687,12,33.68,0
0430,879614402,1925,0,348934600,12,7.0,0
0614,1820855004,2635,1,1823072687,12,43.97,0
0506,139784508,2635,0,348934600,12,5.17,0
0603,342410301,3645,1,348934600,12,8.13,0
0317,1572610482,3645,1,980657600,10,293.41,1
0430,1794686407,2635,1,1352454843,6,179.11,0
0517,73760959,6065,0,2011752106,6,279.91,1
0420,1622124632,2635,0,348934600,12,4.6,0
0510,1019071188,4655,0,348934600,12,28.09,0
0715,604267980,3645,1,1823072687,12,4.09,0
0827,823141445,1925,1,1823072687,12,36.46,0
0423,1108787528,5665,0,348934600,12,13.09,0
0330,1844695541,4655,1,1823072687,12,35.9,0
